Date__(UT)__HR:MN, , ,R.A._(ICRF),DEC_(ICRF),delta,deldot,
 2022-Sep-08 00:00, , ,    23.46686,    8.97321,  1.42285534644016,  1.7058913,
 2022-Sep-09 00:00, , ,    24.02406,    9.20721,  1.42384505581867,  1.7213716,
 2022-Sep-10 00:00, , ,    24.58122,    9.44003,  1.42484364541668,  1.7366428,
 2022-Sep-11 00:00, , ,    25.13835,    9.67165,  1.42585099411940,  1.7517038,
 2022-Sep-12 00:00, , ,    25.69545,    9.90204,  1.42686698023773,  1.7665536,
 2022-Sep-13 00:00, , ,    26.25254,   10.13119,  1.42789148153253,  1.7811913,
 2022-Sep-14 00:00, , ,    26.80961,   10.35907,  1.42892437523903,  1.7956161,
 2022-Sep-15 00:00, , ,    27.36669,   10.58566,  1.42996553809221,  1.8098269,
 2022-Sep-16 00:00, , ,    27.92377,   10.81094,  1.43101484635252,  1.8238231,
 2022-Sep-17 00:00, , ,    28.48086,   11.03490,  1.43207217583084,  1.8376039,
 2022-Sep-18 00:00, , ,    29.03798,   11.25750,  1.43313740191236,  1.8511685,
 2022-Sep-19 00:00, , ,    29.59512,   11.47874,  1.43421039958080,  1.8645164,
 2022-Sep-20 00:00, , ,    30.15229,   11.69859,  1.43529104344313,  1.8776469,
 2022-Sep-21 00:00, , ,    30.70951,   11.91703,  1.43637920775402,  1.8905594,
 2022-Sep-22 00:00, , ,    31.26677,   12.13404,  1.43747476643883,  1.9032532,
 2022-Sep-23 00:00, , ,    31.82409,   12.34961,  1.43857759311628,  1.9157280,
 2022-Sep-24 00:00, , ,    32.38146,   12.56372,  1.43968756112206,  1.9279833,
 2022-Sep-25 00:00, , ,    32.93889,   12.77635,  1.44080454353348,  1.9400185,
 2022-Sep-26 00:00, , ,    33.49640,   12.98747,  1.44192841319331,  1.9518334,
 2022-Sep-27 00:00, , ,    34.05397,   13.19708,  1.44305904273210,  1.9634276,
 2022-Sep-28 00:00, , ,    34.61162,   13.40516,  1.44419630459000,  1.9748008,
 2022-Sep-29 00:00, , ,    35.16935,   13.61168,  1.44534007103941,  1.9859528,
 2022-Sep-30 00:00, , ,    35.72717,   13.81663,  1.44649021420819,  1.9968832,
 2022-Oct-01 00:00, , ,    36.28507,   14.02000,  1.44764660610223,  2.0075918,
 2022-Oct-02 00:00, , ,    36.84307,   14.22177,  1.44880911862710,  2.0180786,
 2022-Oct-03 00:00, , ,    37.40116,   14.42192,  1.44997762360941,  2.0283434,
 2022-Oct-04 00:00, , ,    37.95934,   14.62044,  1.45115199281883,  2.0383862,
 2022-Oct-05 00:00, , ,    38.51762,   14.81730,  1.45233209798956,  2.0482068,
 2022-Oct-06 00:00, , ,    39.07601,   15.01251,  1.45351781084040,  2.0578054,
 2022-Oct-07 00:00, , ,    39.63450,   15.20603,  1.45470900309325,  2.0671818,
 2022-Oct-08 00:00, , ,    40.19309,   15.39786,  1.45590554649167,  2.0763362,
 2022-Oct-09 00:00, , ,    40.75178,   15.58797,  1.45710731282049,  2.0852686,
 2022-Oct-10 00:00, , ,    41.31058,   15.77637,  1.45831417392490,  2.0939792,
 2022-Oct-11 00:00, , ,    41.86949,   15.96303,  1.45952600172790,  2.1024681,
 2022-Oct-12 00:00, , ,    42.42851,   16.14794,  1.46074266824640,  2.1107355,
 2022-Oct-13 00:00, , ,    42.98763,   16.33108,  1.46196404560772,  2.1187816,
 2022-Oct-14 00:00, , ,    43.54685,   16.51244,  1.46319000606671,  2.1266067,
 2022-Oct-15 00:00, , ,    44.10618,   16.69202,  1.46442042202258,  2.1342109,
 2022-Oct-16 00:00, , ,    44.66562,   16.86979,  1.46565516603473,  2.1415946,
 2022-Oct-17 00:00, , ,    45.22516,   17.04574,  1.46689411083858,  2.1487581,
 2022-Oct-18 00:00, , ,    45.78480,   17.21987,  1.46813712936215,  2.1557018,
 2022-Oct-19 00:00, , ,    46.34454,   17.39216,  1.46938409474306,  2.1624260,
 2022-Oct-20 00:00, , ,    46.90437,   17.56259,  1.47063488034452,  2.1689312,
 2022-Oct-21 00:00, , ,    47.46430,   17.73116,  1.47188935977000,  2.1752177,
 2022-Oct-22 00:00, , ,    48.02432,   17.89786,  1.47314740687756,  2.1812860,
 2022-Oct-23 00:00, , ,    48.58443,   18.06268,  1.47440889579541,  2.1871367,
 2022-Oct-24 00:00, , ,    49.14463,   18.22560,  1.47567370093810,  2.1927701,
 2022-Oct-25 00:00, , ,    49.70490,   18.38661,  1.47694169702159,  2.1981868,
 2022-Oct-26 00:00, , ,    50.26526,   18.54571,  1.47821275907695,  2.2033875,
 2022-Oct-27 00:00, , ,    50.82568,   18.70288,  1.47948676246377,  2.2083726,
 2022-Oct-28 00:00, , ,    51.38618,   18.85812,  1.48076358288431,  2.2131429,
 2022-Oct-29 00:00, , ,    51.94673,   19.01141,  1.48204309639740,  2.2176989,
 2022-Oct-30 00:00, , ,    52.50734,   19.16276,  1.48332517943115,  2.2220412,
 2022-Oct-31 00:00, , ,    53.06801,   19.31214,  1.48460970879493,  2.2261705,
 2022-Nov-01 00:00, , ,    53.62872,   19.45955,  1.48589656169202,  2.2300876,
 2022-Nov-02 00:00, , ,    54.18947,   19.60498,  1.48718561573293,  2.2337931,
 2022-Nov-03 00:00, , ,    54.75026,   19.74843,  1.48847674894799,  2.2372878,
 2022-Nov-04 00:00, , ,    55.31107,   19.88989,  1.48976983979828,  2.2405724,
 2022-Nov-05 00:00, , ,    55.87191,   20.02934,  1.49106476718571,  2.2436478,
 2022-Nov-06 00:00, , ,    56.43275,   20.16679,  1.49236141046371,  2.2465147,
 2022-Nov-07 00:00, , ,    56.99361,   20.30223,  1.49365964944885,  2.2491739,
 2022-Nov-08 00:00, , ,    57.55446,   20.43564,  1.49495936443208,  2.2516261,
 2022-Nov-09 00:00, , ,    58.11530,   20.56703,  1.49626043618859,  2.2538724,
 2022-Nov-10 00:00, , ,    58.67612,   20.69638,  1.49756274598703,  2.2559135,
 2022-Nov-11 00:00, , ,    59.23691,   20.82370,  1.49886617559940,  2.2577504,
 2022-Nov-12 00:00, , ,    59.79767,   20.94897,  1.50017060731099,  2.2593840,
 2022-Nov-13 00:00, , ,    60.35838,   21.07219,  1.50147592392938,  2.2608150,
 2022-Nov-14 00:00, , ,    60.91904,   21.19337,  1.50278200879220,  2.2620445,
 2022-Nov-15 00:00, , ,    61.47964,   21.31248,  1.50408874577528,  2.2630735,
 2022-Nov-16 00:00, , ,    62.04016,   21.42953,  1.50539601930192,  2.2639027,
 2022-Nov-17 00:00, , ,    62.60060,   21.54451,  1.50670371435210,  2.2645333,
 2022-Nov-18 00:00, , ,    63.16095,   21.65743,  1.50801171647030,  2.2649662,
 2022-Nov-19 00:00, , ,    63.72120,   21.76827,  1.50931991177186,  2.2652025,
 2022-Nov-20 00:00, , ,    64.28133,   21.87703,  1.51062818694961,  2.2652430,
 2022-Nov-21 00:00, , ,    64.84133,   21.98372,  1.51193642928137,  2.2650889,
 2022-Nov-22 00:00, , ,    65.40120,   22.08832,  1.51324452663754,  2.2647412,
 2022-Nov-23 00:00, , ,    65.96093,   22.19084,  1.51455236748780,  2.2642008,
 2022-Nov-24 00:00, , ,    66.52049,   22.29127,  1.51585984090680,  2.2634689,
 2022-Nov-25 00:00, , ,    67.07989,   22.38961,  1.51716683658035,  2.2625465,
 2022-Nov-26 00:00, , ,    67.63910,   22.48586,  1.51847324481206,  2.2614348,
 2022-Nov-27 00:00, , ,    68.19812,   22.58002,  1.51977895652928,  2.2601347,
 2022-Nov-28 00:00, , ,    68.75694,   22.67209,  1.52108386328758,  2.2586475,
 2022-Nov-29 00:00, , ,    69.31554,   22.76206,  1.52238785727492,  2.2569741,
 2022-Nov-30 00:00, , ,    69.87391,   22.84994,  1.52369083131696,  2.2551156,
 2022-Dec-01 00:00, , ,    70.43204,   22.93572,  1.52499267888322,  2.2530733,
 2022-Dec-02 00:00, , ,    70.98992,   23.01941,  1.52629329409215,  2.2508481,
 2022-Dec-03 00:00, , ,    71.54752,   23.10100,  1.52759257171466,  2.2484414,
 2022-Dec-04 00:00, , ,    72.10485,   23.18050,  1.52889040717719,  2.2458542,
 2022-Dec-05 00:00, , ,    72.66189,   23.25791,  1.53018669656563,  2.2430877,
 2022-Dec-06 00:00, , ,    73.21862,   23.33322,  1.53148133662963,  2.2401429,
 2022-Dec-07 00:00, , ,    73.77504,   23.40644,  1.53277422478612,  2.2370211,
 2022-Dec-08 00:00, , ,    74.33112,   23.47757,  1.53406525912201,  2.2337233,
 2022-Dec-09 00:00, , ,    74.88686,   23.54661,  1.53535433839699,  2.2302509,
 2022-Dec-10 00:00, , ,    75.44224,   23.61357,  1.53664136204712,  2.2266049,
 2022-Dec-11 00:00, , ,    75.99725,   23.67844,  1.53792623018804,  2.2227866,
 2022-Dec-12 00:00, , ,    76.55187,   23.74122,  1.53920884361692,  2.2187972,
 2022-Dec-13 00:00, , ,    77.10610,   23.80193,  1.54048910381332,  2.2146377,
 2022-Dec-14 00:00, , ,    77.65992,   23.86056,  1.54176691294075,  2.2103094,
 2022-Dec-15 00:00, , ,    78.21331,   23.91711,  1.54304217384963,  2.2058135,
 2022-Dec-16 00:00, , ,    78.76627,   23.97160,  1.54431479008004,  2.2011512,
 2022-Dec-17 00:00, , ,    79.31877,   24.02402,  1.54558466586295,  2.1963236,
 2022-Dec-18 00:00, , ,    79.87081,   24.07437,  1.54685170612053,  2.1913320,
 2022-Dec-19 00:00, , ,    80.42237,   24.12266,  1.54811581646713,  2.1861776,
 2022-Dec-20 00:00, , ,    80.97344,   24.16890,  1.54937690321089,  2.1808617,
 2022-Dec-21 00:00, , ,    81.52400,   24.21309,  1.55063487335484,  2.1753852,
 2022-Dec-22 00:00, , ,    82.07404,   24.25522,  1.55188963459723,  2.1697495,
 2022-Dec-23 00:00, , ,    82.62355,   24.29532,  1.55314109533190,  2.1639558,
 2022-Dec-24 00:00, , ,    83.17252,   24.33338,  1.55438916464963,  2.1580053,
 2022-Dec-25 00:00, , ,    83.72092,   24.36941,  1.55563375233996,  2.1518993,
 2022-Dec-26 00:00, , ,    84.26876,   24.40341,  1.55687476889202,  2.1456388,
 2022-Dec-27 00:00, , ,    84.81600,   24.43539,  1.55811212549421,  2.1392252,
 2022-Dec-28 00:00, , ,    85.36265,   24.46535,  1.55934573403411,  2.1326597,
 2022-Dec-29 00:00, , ,    85.90869,   24.49331,  1.56057550709990,  2.1259434,
 2022-Dec-30 00:00, , ,    86.45411,   24.51926,  1.56180135798258,  2.1190775,
 2022-Dec-31 00:00, , ,    86.99888,   24.54321,  1.56302320067732,  2.1120633,
 2023-Jan-01 00:00, , ,    87.54301,   24.56517,  1.56424094988365,  2.1049020,
 2023-Jan-02 00:00, , ,    88.08647,   24.58515,  1.56545452100575,  2.0975950,
 2023-Jan-03 00:00, , ,    88.62925,   24.60315,  1.56666383015338,  2.0901432,
 2023-Jan-04 00:00, , ,    89.17135,   24.61919,  1.56786879414256,  2.0825481,
 2023-Jan-05 00:00, , ,    89.71275,   24.63325,  1.56906933049482,  2.0748107,
 2023-Jan-06 00:00, , ,    90.25343,   24.64537,  1.57026535743575,  2.0669324,
 2023-Jan-07 00:00, , ,    90.79339,   24.65553,  1.57145679389428,  2.0589142,
 2023-Jan-08 00:00, , ,    91.33261,   24.66376,  1.57264355950243,  2.0507576,
 2023-Jan-09 00:00, , ,    91.87108,   24.67005,  1.57382557459424,  2.0424636,
 2023-Jan-10 00:00, , ,    92.40880,   24.67442,  1.57500276020310,  2.0340335,
 2023-Jan-11 00:00, , ,    92.94574,   24.67687,  1.57617503805844,  2.0254684,
 2023-Jan-12 00:00, , ,    93.48189,   24.67741,  1.57734233058343,  2.0167697,
 2023-Jan-13 00:00, , ,    94.01725,   24.67605,  1.57850456089372,  2.0079384,
 2023-Jan-14 00:00, , ,    94.55181,   24.67280,  1.57966165279617,  1.9989758,
 2023-Jan-15 00:00, , ,    95.08555,   24.66767,  1.58081353078642,  1.9898830,
 2023-Jan-16 00:00, , ,    95.61846,   24.66066,  1.58196012004640,  1.9806613,
 2023-Jan-17 00:00, , ,    96.15054,   24.65179,  1.58310134644285,  1.9713118,
 2023-Jan-18 00:00, , ,    96.68176,   24.64106,  1.58423713652609,  1.9618358,
 2023-Jan-19 00:00, , ,    97.21213,   24.62849,  1.58536741752817,  1.9522343,
 2023-Jan-20 00:00, , ,    97.74163,   24.61407,  1.58649211736001,  1.9425086,
 2023-Jan-21 00:00, , ,    98.27025,   24.59783,  1.58761116460945,  1.9326599,
 2023-Jan-22 00:00, , ,    98.79799,   24.57977,  1.58872448854059,  1.9226892,
 2023-Jan-23 00:00, , ,    99.32483,   24.55991,  1.58983201909327,  1.9125978,
 2023-Jan-24 00:00, , ,    99.85076,   24.53824,  1.59093368688122,  1.9023868,
 2023-Jan-25 00:00, , ,   100.37578,   24.51478,  1.59202942318914,  1.8920575,
 2023-Jan-26 00:00, , ,   100.89987,   24.48955,  1.59311915997032,  1.8816110,
 2023-Jan-27 00:00, , ,   101.42303,   24.46254,  1.59420282984530,  1.8710483,
 2023-Jan-28 00:00, , ,   101.94526,   24.43377,  1.59528036610078,  1.8603707,
 2023-Jan-29 00:00, , ,   102.46653,   24.40326,  1.59635170268769,  1.8495793,
 2023-Jan-30 00:00, , ,   102.98685,   24.37101,  1.59741677421870,  1.8386752,
 2023-Jan-31 00:00, , ,   103.50621,   24.33702,  1.59847551596634,  1.8276597,
 2023-Feb-01 00:00, , ,   104.02459,   24.30132,  1.59952786386180,  1.8165338,
 2023-Feb-02 00:00, , ,   104.54200,   24.26391,  1.60057375449302,  1.8052987,
 2023-Feb-03 00:00, , ,   105.05842,   24.22481,  1.60161312510168,  1.7939555,
 2023-Feb-04 00:00, , ,   105.57386,   24.18401,  1.60264591358005,  1.7825053,
 2023-Feb-05 00:00, , ,   106.08829,   24.14154,  1.60367205846934,  1.7709492,
 2023-Feb-06 00:00, , ,   106.60172,   24.09741,  1.60469149895887,  1.7592884,
 2023-Feb-07 00:00, , ,   107.11414,   24.05162,  1.60570417488439,  1.7475240,
 2023-Feb-08 00:00, , ,   107.62555,   24.00419,  1.60671002672495,  1.7356571,
 2023-Feb-09 00:00, , ,   108.13594,   23.95512,  1.60770899559975,  1.7236888,
 2023-Feb-10 00:00, , ,   108.64530,   23.90444,  1.60870102326601,  1.7116203,
 2023-Feb-11 00:00, , ,   109.15363,   23.85214,  1.60968605211723,  1.6994525,
 2023-Feb-12 00:00, , ,   109.66092,   23.79824,  1.61066402518097,  1.6871866,
 2023-Feb-13 00:00, , ,   110.16718,   23.74276,  1.61163488611594,  1.6748237,
 2023-Feb-14 00:00, , ,   110.67239,   23.68569,  1.61259857920960,  1.6623648,
 2023-Feb-15 00:00, , ,   111.17655,   23.62706,  1.61355504937646,  1.6498112,
 2023-Feb-16 00:00, , ,   111.67966,   23.56687,  1.61450424215641,  1.6371638,
 2023-Feb-17 00:00, , ,   112.18172,   23.50514,  1.61544610371164,  1.6244237,
 2023-Feb-18 00:00, , ,   112.68272,   23.44188,  1.61638058082303,  1.6115920,
 2023-Feb-19 00:00, , ,   113.18265,   23.37710,  1.61730762088733,  1.5986698,
 2023-Feb-20 00:00, , ,   113.68153,   23.31080,  1.61822717191593,  1.5856580,
 2023-Feb-21 00:00, , ,   114.17933,   23.24301,  1.61913918253338,  1.5725578,
 2023-Feb-22 00:00, , ,   114.67607,   23.17372,  1.62004360197469,  1.5593703,
 2023-Feb-23 00:00, , ,   115.17174,   23.10296,  1.62094038008189,  1.5460964,
 2023-Feb-24 00:00, , ,   115.66633,   23.03074,  1.62182946730139,  1.5327373,
 2023-Feb-25 00:00, , ,   116.15985,   22.95706,  1.62271081468208,  1.5192940,
 2023-Feb-26 00:00, , ,   116.65230,   22.88194,  1.62358437387303,  1.5057675,
 2023-Feb-27 00:00, , ,   117.14367,   22.80538,  1.62445009712044,  1.4921587,
 2023-Feb-28 00:00, , ,   117.63396,   22.72741,  1.62530793726478,  1.4784688,
 2023-Mar-01 00:00, , ,   118.12317,   22.64802,  1.62615784773900,  1.4646988,
 2023-Mar-02 00:00, , ,   118.61131,   22.56724,  1.62699978256701,  1.4508497,
 2023-Mar-03 00:00, , ,   119.09837,   22.48507,  1.62783369636121,  1.4369226,
 2023-Mar-04 00:00, , ,   119.58435,   22.40153,  1.62865954431876,  1.4229184,
 2023-Mar-05 00:00, , ,   120.06925,   22.31662,  1.62947728221827,  1.4088381,
 2023-Mar-06 00:00, , ,   120.55307,   22.23036,  1.63028686641779,  1.3946827,
 2023-Mar-07 00:00, , ,   121.03582,   22.14276,  1.63108825385355,  1.3804533,
 2023-Mar-08 00:00, , ,   121.51749,   22.05382,  1.63188140203769,  1.3661508,
 2023-Mar-09 00:00, , ,   121.99809,   21.96357,  1.63266626905506,  1.3517762,
 2023-Mar-10 00:00, , ,   122.47761,   21.87201,  1.63344281356025,  1.3373305,
 2023-Mar-11 00:00, , ,   122.95606,   21.77915,  1.63421099477558,  1.3228148,
 2023-Mar-12 00:00, , ,   123.43344,   21.68501,  1.63497077248895,  1.3082299,
 2023-Mar-13 00:00, , ,   123.90975,   21.58959,  1.63572210705069,  1.2935768,
 2023-Mar-14 00:00, , ,   124.38500,   21.49291,  1.63646495937034,  1.2788565,
 2023-Mar-15 00:00, , ,   124.85919,   21.39497,  1.63719929091436,  1.2640700,
 2023-Mar-16 00:00, , ,   125.33231,   21.29579,  1.63792506370471,  1.2492181,
 2023-Mar-17 00:00, , ,   125.80438,   21.19538,  1.63864224031686,  1.2343020,
 2023-Mar-18 00:00, , ,   126.27539,   21.09375,  1.63935078387637,  1.2193226,
 2023-Mar-19 00:00, , ,   126.74535,   20.99091,  1.64005065805511,  1.2042807,
 2023-Mar-20 00:00, , ,   127.21426,   20.88688,  1.64074182706862,  1.1891773,
 2023-Mar-21 00:00, , ,   127.68213,   20.78165,  1.64142425567449,  1.1740133,
 2023-Mar-22 00:00, , ,   128.14895,   20.67525,  1.64209790917048,  1.1587897,
 2023-Mar-23 00:00, , ,   128.61474,   20.56768,  1.64276275339182,  1.1435074,
 2023-Mar-24 00:00, , ,   129.07949,   20.45895,  1.64341875470836,  1.1281674,
 2023-Mar-25 00:00, , ,   129.54322,   20.34908,  1.64406588002280,  1.1127705,
 2023-Mar-26 00:00, , ,   130.00592,   20.23808,  1.64470409676946,  1.0973178,
 2023-Mar-27 00:00, , ,   130.46761,   20.12595,  1.64533337291230,  1.0818100,
 2023-Mar-28 00:00, , ,   130.92827,   20.01270,  1.64595367694253,  1.0662481,
 2023-Mar-29 00:00, , ,   131.38793,   19.89836,  1.64656497787719,  1.0506329,
 2023-Mar-30 00:00, , ,   131.84659,   19.78292,  1.64716724525929,  1.0349655,
 2023-Mar-31 00:00, , ,   132.30424,   19.66640,  1.64776044915818,  1.0192468,
 2023-Apr-01 00:00, , ,   132.76090,   19.54880,  1.64834456016865,  1.0034776,
 2023-Apr-02 00:00, , ,   133.21657,   19.43015,  1.64891954940912,  0.9876588,
 2023-Apr-03 00:00, , ,   133.67126,   19.31044,  1.64948538852038,  0.9717915,
 2023-Apr-04 00:00, , ,   134.12497,   19.18969,  1.65004204966514,  0.9558763,
 2023-Apr-05 00:00, , ,   134.57771,   19.06791,  1.65058950552755,  0.9399143,
 2023-Apr-06 00:00, , ,   135.02949,   18.94510,  1.65112772931165,  0.9239063,
 2023-Apr-07 00:00, , ,   135.48031,   18.82129,  1.65165669473905,  0.9078533,
 2023-Apr-08 00:00, , ,   135.93017,   18.69647,  1.65217637604708,  0.8917562,
 2023-Apr-09 00:00, , ,   136.37909,   18.57066,  1.65268674798737,  0.8756158,
 2023-Apr-10 00:00, , ,   136.82707,   18.44387,  1.65318778582366,  0.8594330,
 2023-Apr-11 00:00, , ,   137.27413,   18.31610,  1.65367946532843,  0.8432087,
 2023-Apr-12 00:00, , ,   137.72025,   18.18737,  1.65416176277962,  0.8269437,
 2023-Apr-13 00:00, , ,   138.16546,   18.05769,  1.65463465495889,  0.8106390,
 2023-Apr-14 00:00, , ,   138.60976,   17.92707,  1.65509811915065,  0.7942953,
 2023-Apr-15 00:00, , ,   139.05315,   17.79551,  1.65555213314034,  0.7779137,
 2023-Apr-16 00:00, , ,   139.49565,   17.66302,  1.65599667521150,  0.7614949,
 2023-Apr-17 00:00, , ,   139.93726,   17.52962,  1.65643172414308,  0.7450397,
 2023-Apr-18 00:00, , ,   140.37800,   17.39531,  1.65685725920777,  0.7285492,
 2023-Apr-19 00:00, , ,   140.81785,   17.26011,  1.65727326017093,  0.7120240,
 2023-Apr-20 00:00, , ,   141.25685,   17.12402,  1.65767970728895,  0.6954650,
 2023-Apr-21 00:00, , ,   141.69499,   16.98705,  1.65807658130726,  0.6788731,
 2023-Apr-22 00:00, , ,   142.13228,   16.84921,  1.65846386345877,  0.6622492,
 2023-Apr-23 00:00, , ,   142.56873,   16.71051,  1.65884153546324,  0.6455940,
 2023-Apr-24 00:00, , ,   143.00435,   16.57096,  1.65920957952648,  0.6289084,
 2023-Apr-25 00:00, , ,   143.43914,   16.43057,  1.65956797833846,  0.6121934,
 2023-Apr-26 00:00, , ,   143.87312,   16.28935,  1.65991671507077,  0.5954495,
 2023-Apr-27 00:00, , ,   144.30630,   16.14729,  1.66025577337519,  0.5786778,
 2023-Apr-28 00:00, , ,   144.73868,   16.00443,  1.66058513738364,  0.5618790,
 2023-Apr-29 00:00, , ,   145.17027,   15.86075,  1.66090479170793,  0.5450540,
 2023-Apr-30 00:00, , ,   145.60108,   15.71628,  1.66121472143822,  0.5282036,
 2023-May-01 00:00, , ,   146.03112,   15.57102,  1.66151491214101,  0.5113286,
 2023-May-02 00:00, , ,   146.46039,   15.42497,  1.66180534985794,  0.4944299,
 2023-May-03 00:00, , ,   146.88892,   15.27816,  1.66208602110528,  0.4775082,
 2023-May-04 00:00, , ,   147.31670,   15.13058,  1.66235691287301,  0.4605644,
 2023-May-05 00:00, , ,   147.74375,   14.98224,  1.66261801262318,  0.4435993,
 2023-May-06 00:00, , ,   148.17008,   14.83315,  1.66286930828871,  0.4266137,
 2023-May-07 00:00, , ,   148.59569,   14.68333,  1.66311078827301,  0.4096085,
 2023-May-08 00:00, , ,   149.02060,   14.53277,  1.66334244145006,  0.3925844,
 2023-May-09 00:00, , ,   149.44481,   14.38149,  1.66356425716337,  0.3755423,
 2023-May-10 00:00, , ,   149.86833,   14.22950,  1.66377622522399,  0.3584829,
 2023-May-11 00:00, , ,   150.29118,   14.07680,  1.66397833590888,  0.3414071,
 2023-May-12 00:00, , ,   150.71336,   13.92340,  1.66417057996071,  0.3243157,
 2023-May-13 00:00, , ,   151.13489,   13.76931,  1.66435294858823,  0.3072094,
 2023-May-14 00:00, , ,   151.55577,   13.61454,  1.66452543346575,  0.2900891,
 2023-May-15 00:00, , ,   151.97602,   13.45909,  1.66468802673168,  0.2729556,
 2023-May-16 00:00, , ,   152.39564,   13.30297,  1.66484072098757,  0.2558098,
 2023-May-17 00:00, , ,   152.81464,   13.14620,  1.66498350929801,  0.2386523,
 2023-May-18 00:00, , ,   153.23304,   12.98877,  1.66511638519039,  0.2214841,
 2023-May-19 00:00, , ,   153.65084,   12.83070,  1.66523934265375,  0.2043058,
 2023-May-20 00:00, , ,   154.06806,   12.67199,  1.66535237613766,  0.1871182,
 2023-May-21 00:00, , ,   154.48470,   12.51266,  1.66545548055209,  0.1699223,
 2023-May-22 00:00, , ,   154.90078,   12.35270,  1.66554865126818,  0.1527188,
 2023-May-23 00:00, , ,   155.31631,   12.19213,  1.66563188411826,  0.1355084,
 2023-May-24 00:00, , ,   155.73129,   12.03095,  1.66570517539478,  0.1182921,
 2023-May-25 00:00, , ,   156.14574,   11.86917,  1.66576852184882,  0.1010705,
 2023-May-26 00:00, , ,   156.55967,   11.70681,  1.66582192068989,  0.0838445,
 2023-May-27 00:00, , ,   156.97309,   11.54386,  1.66586536958656,  0.0666148,
 2023-May-28 00:00, , ,   157.38601,   11.38033,  1.66589886666682,  0.0493823,
 2023-May-29 00:00, , ,   157.79844,   11.21623,  1.66592241051753,  0.0321477,
 2023-May-30 00:00, , ,   158.21039,   11.05157,  1.66593600018375,  0.0149119,
 2023-May-31 00:00, , ,   158.62188,   10.88636,  1.66593963516907, -0.0023243,
 2023-Jun-01 00:00, , ,   159.03291,   10.72060,  1.66593331543609, -0.0195602,
 2023-Jun-02 00:00, , ,   159.44349,   10.55429,  1.66591704140605, -0.0367950,
 2023-Jun-03 00:00, , ,   159.85364,   10.38746,  1.66589081395780, -0.0540279,
 2023-Jun-04 00:00, , ,   160.26337,   10.22010,  1.66585463442765, -0.0712581,
 2023-Jun-05 00:00, , ,   160.67268,   10.05221,  1.66580850461052, -0.0884848,
 2023-Jun-06 00:00, , ,   161.08160,    9.88382,  1.66575242676090, -0.1057072,
 2023-Jun-07 00:00, , ,   161.49012,    9.71492,  1.66568640359266, -0.1229244,
 2023-Jun-08 00:00, , ,   161.89827,    9.54552,  1.66561043827806, -0.1401358,
 2023-Jun-09 00:00, , ,   162.30605,    9.37563,  1.66552453444735, -0.1573404,
 2023-Jun-10 00:00, , ,   162.71348,    9.20526,  1.66542869618944, -0.1745376,
 2023-Jun-11 00:00, , ,   163.12056,    9.03440,  1.66532292805262, -0.1917266,
 2023-Jun-12 00:00, , ,   163.52731,    8.86308,  1.66520723504446, -0.2089065,
 2023-Jun-13 00:00, , ,   163.93374,    8.69129,  1.66508162263143, -0.2260765,
 2023-Jun-14 00:00, , ,   164.33986,    8.51905,  1.66494609673909, -0.2432358,
 2023-Jun-15 00:00, , ,   164.74569,    8.34635,  1.66480066375286, -0.2603837,
 2023-Jun-16 00:00, , ,   165.15122,    8.17321,  1.66464533051813, -0.2775193,
 2023-Jun-17 00:00, , ,   165.55649,    7.99964,  1.66448010433923, -0.2946419,
 2023-Jun-18 00:00, , ,   165.96149,    7.82563,  1.66430499297860, -0.3117506,
 2023-Jun-19 00:00, , ,   166.36624,    7.65120,  1.66412000465741, -0.3288447,
 2023-Jun-20 00:00, , ,   166.77075,    7.47635,  1.66392514805692, -0.3459234,
 2023-Jun-21 00:00, , ,   167.17503,    7.30109,  1.66372043231890, -0.3629859,
 2023-Jun-22 00:00, , ,   167.57910,    7.12543,  1.66350586704511, -0.3800313,
 2023-Jun-23 00:00, , ,   167.98297,    6.94937,  1.66328146229701, -0.3970589,
 2023-Jun-24 00:00, , ,   168.38664,    6.77293,  1.66304722859680, -0.4140679,
 2023-Jun-25 00:00, , ,   168.79014,    6.59609,  1.66280317692901, -0.4310574,
 2023-Jun-26 00:00, , ,   169.19347,    6.41888,  1.66254931874179, -0.4480268,
 2023-Jun-27 00:00, , ,   169.59664,    6.24130,  1.66228566594811, -0.4649751,
 2023-Jun-28 00:00, , ,   169.99967,    6.06336,  1.66201223092763, -0.4819016,
 2023-Jun-29 00:00, , ,   170.40256,    5.88506,  1.66172902652971, -0.4988054,
 2023-Jun-30 00:00, , ,   170.80534,    5.70641,  1.66143606607617, -0.5156857,
 2023-Jul-01 00:00, , ,   171.20802,    5.52741,  1.66113336336284, -0.5325417,
 2023-Jul-02 00:00, , ,   171.61059,    5.34808,  1.66082093266067, -0.5493726,
 2023-Jul-03 00:00, , ,   172.01309,    5.16841,  1.66049878871758, -0.5661775,
 2023-Jul-04 00:00, , ,   172.41552,    4.98842,  1.66016694676147, -0.5829557,
 2023-Jul-05 00:00, , ,   172.81788,    4.80811,  1.65982542250258, -0.5997063,
 2023-Jul-06 00:00, , ,   173.22021,    4.62749,  1.65947423213442, -0.6164284,
 2023-Jul-07 00:00, , ,   173.62250,    4.44657,  1.65911339233402, -0.6331212,
 2023-Jul-08 00:00, , ,   174.02477,    4.26535,  1.65874292026287, -0.6497838,
