Date__(UT)__HR:MN, , ,R.A._(ICRF),DEC_(ICRF),delta,deldot,
 2022-Sep-08 00:00, , ,   346.21444,   -5.89770,  1.00761559947647, -0.4455111,
 2022-Sep-09 00:00, , ,   347.11376,   -5.52213,  1.00735785427478, -0.4469706,
 2022-Sep-10 00:00, , ,   348.01238,   -5.14503,  1.00709936487659, -0.4481165,
 2022-Sep-11 00:00, , ,   348.91038,   -4.76650,  1.00684026306436, -0.4491194,
 2022-Sep-12 00:00, , ,   349.80786,   -4.38660,  1.00658058485846, -0.4501365,
 2022-Sep-13 00:00, , ,   350.70493,   -4.00543,  1.00632028381414, -0.4512941,
 2022-Sep-14 00:00, , ,   351.60168,   -3.62306,  1.00605925173158, -0.4526793,
 2022-Sep-15 00:00, , ,   352.49820,   -3.23959,  1.00579734096119, -0.4543425,
 2022-Sep-16 00:00, , ,   353.39457,   -2.85509,  1.00553438374157, -0.4563046,
 2022-Sep-17 00:00, , ,   354.29089,   -2.46966,  1.00527020633594, -0.4585670,
 2022-Sep-18 00:00, , ,   355.18724,   -2.08339,  1.00500463783417, -0.4611196,
 2022-Sep-19 00:00, , ,   356.08369,   -1.69636,  1.00473751476285, -0.4639475,
 2022-Sep-20 00:00, , ,   356.98035,   -1.30867,  1.00446868313707, -0.4670332,
 2022-Sep-21 00:00, , ,   357.87727,   -0.92042,  1.00419799959297, -0.4703571,
 2022-Sep-22 00:00, , ,   358.77455,   -0.53169,  1.00392533302517, -0.4738958,
 2022-Sep-23 00:00, , ,   359.67225,   -0.14259,  1.00365056785013, -0.4776183,
 2022-Sep-24 00:00, , ,     0.57047,    0.24678,  1.00337360963185, -0.4814817,
 2022-Sep-25 00:00, , ,     1.46926,    0.63633,  1.00309439329330, -0.4854265,
 2022-Sep-26 00:00, , ,     2.36870,    1.02596,  1.00281289346633, -0.4893744,
 2022-Sep-27 00:00, , ,     3.26886,    1.41555,  1.00252913577461, -0.4932275,
 2022-Sep-28 00:00, , ,     4.16982,    1.80501,  1.00224320720182, -0.4968720,
 2022-Sep-29 00:00, , ,     5.07164,    2.19424,  1.00195526344346, -0.5001851,
 2022-Sep-30 00:00, , ,     5.97440,    2.58312,  1.00166553145869, -0.5030446,
 2022-Oct-01 00:00, , ,     6.87816,    2.97155,  1.00137430625463, -0.5053388,
 2022-Oct-02 00:00, , ,     7.78301,    3.35943,  1.00108194190929, -0.5069762,
 2022-Oct-03 00:00, , ,     8.68901,    3.74665,  1.00078883757153, -0.5078934,
 2022-Oct-04 00:00, , ,     9.59626,    4.13312,  1.00049541948021, -0.5080609,
 2022-Oct-05 00:00, , ,    10.50484,    4.51874,  1.00020212007615, -0.5074872,
 2022-Oct-06 00:00, , ,    11.41483,    4.90340,  0.99990935539910, -0.5062205,
 2022-Oct-07 00:00, , ,    12.32634,    5.28702,  0.99961750243537, -0.5043473,
 2022-Oct-08 00:00, , ,    13.23945,    5.66949,  0.99932687881416, -0.5019851,
 2022-Oct-09 00:00, , ,    14.15427,    6.05073,  0.99903772773407, -0.4992719,
 2022-Oct-10 00:00, , ,    15.07089,    6.43065,  0.99875021061978, -0.4963503,
 2022-Oct-11 00:00, , ,    15.98941,    6.80914,  0.99846440854105, -0.4933536,
 2022-Oct-12 00:00, , ,    16.90992,    7.18612,  0.99818033135646, -0.4903937,
 2022-Oct-13 00:00, , ,    17.83252,    7.56148,  0.99789793181201, -0.4875560,
 2022-Oct-14 00:00, , ,    18.75729,    7.93514,  0.99761712116631, -0.4848992,
 2022-Oct-15 00:00, , ,    19.68433,    8.30699,  0.99733778341392, -0.4824601,
 2022-Oct-16 00:00, , ,    20.61370,    8.67693,  0.99705978635560, -0.4802590,
 2022-Oct-17 00:00, , ,    21.54550,    9.04486,  0.99678298901732, -0.4783068,
 2022-Oct-18 00:00, , ,    22.47979,    9.41067,  0.99650724587239, -0.4766091,
 2022-Oct-19 00:00, , ,    23.41665,    9.77426,  0.99623240889038, -0.4751692,
 2022-Oct-20 00:00, , ,    24.35615,   10.13551,  0.99595832871879, -0.4739883,
 2022-Oct-21 00:00, , ,    25.29836,   10.49432,  0.99568485642212, -0.4730631,
 2022-Oct-22 00:00, , ,    26.24332,   10.85058,  0.99541184721347, -0.4723816,
 2022-Oct-23 00:00, , ,    27.19111,   11.20417,  0.99513916746116, -0.4719159,
 2022-Oct-24 00:00, , ,    28.14177,   11.55498,  0.99486670578317, -0.4716157,
 2022-Oct-25 00:00, , ,    29.09535,   11.90289,  0.99459438808976, -0.4714015,
 2022-Oct-26 00:00, , ,    30.05190,   12.24778,  0.99432219499543, -0.4711635,
 2022-Oct-27 00:00, , ,    31.01145,   12.58953,  0.99405017845963, -0.4707659,
 2022-Oct-28 00:00, , ,    31.97405,   12.92803,  0.99377847358295, -0.4700590,
 2022-Oct-29 00:00, , ,    32.93972,   13.26315,  0.99350730195042, -0.4688960,
 2022-Oct-30 00:00, , ,    33.90850,   13.59478,  0.99323696490248, -0.4671503,
 2022-Oct-31 00:00, , ,    34.88042,   13.92279,  0.99296782779294, -0.4647285,
 2022-Nov-01 00:00, , ,    35.85552,   14.24708,  0.99270029834879, -0.4615778,
 2022-Nov-02 00:00, , ,    36.83385,   14.56753,  0.99243480284437, -0.4576865,
 2022-Nov-03 00:00, , ,    37.81543,   14.88402,  0.99217176309676, -0.4530810,
 2022-Nov-04 00:00, , ,    38.80030,   15.19646,  0.99191157608624, -0.4478199,
 2022-Nov-05 00:00, , ,    39.78852,   15.50473,  0.99165459706863, -0.4419879,
 2022-Nov-06 00:00, , ,    40.78012,   15.80872,  0.99140112665335, -0.4356883,
 2022-Nov-07 00:00, , ,    41.77514,   16.10833,  0.99115140228709, -0.4290351,
 2022-Nov-08 00:00, , ,    42.77362,   16.40346,  0.99090559453071, -0.4221446,
 2022-Nov-09 00:00, , ,    43.77559,   16.69401,  0.99066380817596, -0.4151269,
 2022-Nov-10 00:00, , ,    44.78109,   16.97985,  0.99042608762167, -0.4080801,
 2022-Nov-11 00:00, , ,    45.79013,   17.26090,  0.99019242526054, -0.4010860,
 2022-Nov-12 00:00, , ,    46.80274,   17.53704,  0.98996277121848, -0.3942091,
 2022-Nov-13 00:00, , ,    47.81894,   17.80816,  0.98973704280235, -0.3874990,
 2022-Nov-14 00:00, , ,    48.83872,   18.07417,  0.98951513240253, -0.3809932,
 2022-Nov-15 00:00, , ,    49.86211,   18.33495,  0.98929691318787, -0.3747213,
 2022-Nov-16 00:00, , ,    50.88908,   18.59039,  0.98908224254084, -0.3687089,
 2022-Nov-17 00:00, , ,    51.91963,   18.84039,  0.98887096371461, -0.3629796,
 2022-Nov-18 00:00, , ,    52.95375,   19.08483,  0.98866290664487, -0.3575558,
 2022-Nov-19 00:00, , ,    53.99141,   19.32362,  0.98845788925358, -0.3524561,
 2022-Nov-20 00:00, , ,    55.03258,   19.55665,  0.98825572094171, -0.3476901,
 2022-Nov-21 00:00, , ,    56.07722,   19.78380,  0.98805621016644, -0.3432499,
 2022-Nov-22 00:00, , ,    57.12529,   20.00497,  0.98785917774636, -0.3390988,
 2022-Nov-23 00:00, , ,    58.17673,   20.22006,  0.98766447642031, -0.3351614,
 2022-Nov-24 00:00, , ,    59.23148,   20.42895,  0.98747201495889, -0.3313190,
 2022-Nov-25 00:00, , ,    60.28947,   20.63155,  0.98728178223927, -0.3274149,
 2022-Nov-26 00:00, , ,    61.35061,   20.82776,  0.98709386460960, -0.3232722,
 2022-Nov-27 00:00, , ,    62.41482,   21.01747,  0.98690845042787, -0.3187190,
 2022-Nov-28 00:00, , ,    63.48202,   21.20060,  0.98672581941983, -0.3136144,
 2022-Nov-29 00:00, , ,    64.55213,   21.37704,  0.98654631965738, -0.3078645,
 2022-Nov-30 00:00, , ,    65.62505,   21.54672,  0.98637033850939, -0.3014268,
 2022-Dec-01 00:00, , ,    66.70071,   21.70956,  0.98619827417878, -0.2943048,
 2022-Dec-02 00:00, , ,    67.77902,   21.86546,  0.98603051214079, -0.2865372,
 2022-Dec-03 00:00, , ,    68.85990,   22.01437,  0.98586740790301, -0.2781873,
 2022-Dec-04 00:00, , ,    69.94326,   22.15620,  0.98570927550056, -0.2693343,
 2022-Dec-05 00:00, , ,    71.02902,   22.29090,  0.98555638038910, -0.2600663,
 2022-Dec-06 00:00, , ,    72.11710,   22.41839,  0.98540893552933, -0.2504762,
 2022-Dec-07 00:00, , ,    73.20739,   22.53861,  0.98526709991811, -0.2406574,
 2022-Dec-08 00:00, , ,    74.29981,   22.65151,  0.98513097920812, -0.2307007,
 2022-Dec-09 00:00, , ,    75.39426,   22.75703,  0.98500062819364, -0.2206911,
 2022-Dec-10 00:00, , ,    76.49065,   22.85510,  0.98487605483578, -0.2107053,
 2022-Dec-11 00:00, , ,    77.58886,   22.94569,  0.98475722528535, -0.2008113,
 2022-Dec-12 00:00, , ,    78.68878,   23.02874,  0.98464406918525, -0.1910678,
 2022-Dec-13 00:00, , ,    79.79031,   23.10421,  0.98453648450218, -0.1815260,
 2022-Dec-14 00:00, , ,    80.89332,   23.17205,  0.98443434128039, -0.1722318,
 2022-Dec-15 00:00, , ,    81.99769,   23.23222,  0.98433748400052, -0.1632283,
 2022-Dec-16 00:00, , ,    83.10330,   23.28470,  0.98424573262554, -0.1545575,
 2022-Dec-17 00:00, , ,    84.21002,   23.32944,  0.98415888290468, -0.1462612,
 2022-Dec-18 00:00, , ,    85.31770,   23.36641,  0.98407670708754, -0.1383783,
 2022-Dec-19 00:00, , ,    86.42622,   23.39560,  0.98399895685059, -0.1309398,
 2022-Dec-20 00:00, , ,    87.53542,   23.41697,  0.98392537080352, -0.1239579,
 2022-Dec-21 00:00, , ,    88.64516,   23.43051,  0.98385568901527, -0.1174129,
 2022-Dec-22 00:00, , ,    89.75527,   23.43620,  0.98378967590285, -0.1112381,
 2022-Dec-23 00:00, , ,    90.86560,   23.43405,  0.98372714997570, -0.1053123,
 2022-Dec-24 00:00, , ,    91.97597,   23.42403,  0.98366801472417, -0.0994648,
 2022-Dec-25 00:00, , ,    93.08623,   23.40615,  0.98361228154838, -0.0934976,
 2022-Dec-26 00:00, , ,    94.19619,   23.38042,  0.98356007614079, -0.0872188,
 2022-Dec-27 00:00, , ,    95.30570,   23.34686,  0.98351162527392, -0.0804748,
 2022-Dec-28 00:00, , ,    96.41460,   23.30547,  0.98346722853058, -0.0731687,
 2022-Dec-29 00:00, , ,    97.52274,   23.25628,  0.98342722424136, -0.0652621,
 2022-Dec-30 00:00, , ,    98.62998,   23.19931,  0.98339195842974, -0.0567645,
 2022-Dec-31 00:00, , ,    99.73617,   23.13460,  0.98336176163295, -0.0477175,
 2023-Jan-01 00:00, , ,   100.84119,   23.06218,  0.98333693428813, -0.0381816,
 2023-Jan-02 00:00, , ,   101.94492,   22.98210,  0.98331773888213, -0.0282266,
 2023-Jan-03 00:00, , ,   103.04724,   22.89438,  0.98330439639259, -0.0179259,
 2023-Jan-04 00:00, , ,   104.14802,   22.79908,  0.98329708496928, -0.0073540,
 2023-Jan-05 00:00, , ,   105.24716,   22.69624,  0.98329593958766,  0.0034142,
 2023-Jan-06 00:00, , ,   106.34456,   22.58592,  0.98330105211813,  0.0143043,
 2023-Jan-07 00:00, , ,   107.44010,   22.46817,  0.98331247171987,  0.0252429,
 2023-Jan-08 00:00, , ,   108.53370,   22.34304,  0.98333020566134,  0.0361586,
 2023-Jan-09 00:00, , ,   109.62525,   22.21060,  0.98335422064160,  0.0469824,
 2023-Jan-10 00:00, , ,   110.71466,   22.07091,  0.98338444452863,  0.0576488,
 2023-Jan-11 00:00, , ,   111.80184,   21.92402,  0.98342076825060,  0.0680954,
 2023-Jan-12 00:00, , ,   112.88671,   21.77002,  0.98346304746900,  0.0782624,
 2023-Jan-13 00:00, , ,   113.96917,   21.60897,  0.98351110369868,  0.0880910,
 2023-Jan-14 00:00, , ,   115.04915,   21.44094,  0.98356472475746,  0.0975232,
 2023-Jan-15 00:00, , ,   116.12657,   21.26601,  0.98362366484761,  0.1065008,
 2023-Jan-16 00:00, , ,   117.20134,   21.08426,  0.98368764520073,  0.1149684,
 2023-Jan-17 00:00, , ,   118.27340,   20.89576,  0.98375635701631,  0.1228788,
 2023-Jan-18 00:00, , ,   119.34266,   20.70061,  0.98382946920729,  0.1302042,
 2023-Jan-19 00:00, , ,   120.40905,   20.49889,  0.98390664375163,  0.1369513,
 2023-Jan-20 00:00, , ,   121.47249,   20.29068,  0.98398756041243,  0.1431774,
 2023-Jan-21 00:00, , ,   122.53291,   20.07610,  0.98407194946701,  0.1490007,
 2023-Jan-22 00:00, , ,   123.59022,   19.85523,  0.98415962625140,  0.1545952,
 2023-Jan-23 00:00, , ,   124.64436,   19.62817,  0.98425051731879,  0.1601666,
 2023-Jan-24 00:00, , ,   125.69525,   19.39504,  0.98434466854545,  0.1659159,
 2023-Jan-25 00:00, , ,   126.74283,   19.15595,  0.98444223189506,  0.1720048,
 2023-Jan-26 00:00, , ,   127.78706,   18.91099,  0.98454343614606,  0.1785360,
 2023-Jan-27 00:00, , ,   128.82789,   18.66029,  0.98464855195740,  0.1855530,
 2023-Jan-28 00:00, , ,   129.86529,   18.40394,  0.98475786076265,  0.1930524,
 2023-Jan-29 00:00, , ,   130.89924,   18.14207,  0.98487163242088,  0.2010002,
 2023-Jan-30 00:00, , ,   131.92973,   17.87479,  0.98499011199972,  0.2093464,
 2023-Jan-31 00:00, , ,   132.95675,   17.60220,  0.98511351349687,  0.2180347,
 2023-Feb-01 00:00, , ,   133.98031,   17.32442,  0.98524201768829,  0.2270070,
 2023-Feb-02 00:00, , ,   135.00041,   17.04156,  0.98537577176693,  0.2362050,
 2023-Feb-03 00:00, , ,   136.01706,   16.75373,  0.98551488925419,  0.2455702,
 2023-Feb-04 00:00, , ,   137.03029,   16.46103,  0.98565944943066,  0.2550423,
 2023-Feb-05 00:00, , ,   138.04010,   16.16359,  0.98580949610774,  0.2645587,
 2023-Feb-06 00:00, , ,   139.04654,   15.86151,  0.98596503592584,  0.2740534,
 2023-Feb-07 00:00, , ,   140.04963,   15.55490,  0.98612603653127,  0.2834573,
 2023-Feb-08 00:00, , ,   141.04940,   15.24387,  0.98629242497761,  0.2926990,
 2023-Feb-09 00:00, , ,   142.04590,   14.92853,  0.98646408656587,  0.3017055,
 2023-Feb-10 00:00, , ,   143.03916,   14.60899,  0.98664086415769,  0.3104030,
 2023-Feb-11 00:00, , ,   144.02922,   14.28536,  0.98682255786758,  0.3187173,
 2023-Feb-12 00:00, , ,   145.01613,   13.95776,  0.98700892506799,  0.3265747,
 2023-Feb-13 00:00, , ,   145.99993,   13.62628,  0.98719968090561,  0.3339030,
 2023-Feb-14 00:00, , ,   146.98067,   13.29105,  0.98739450006435,  0.3406351,
 2023-Feb-15 00:00, , ,   147.95839,   12.95217,  0.98759302126253,  0.3467150,
 2023-Feb-16 00:00, , ,   148.93314,   12.60976,  0.98779485670620,  0.3521090,
 2023-Feb-17 00:00, , ,   149.90496,   12.26393,  0.98799960892401,  0.3568199,
 2023-Feb-18 00:00, , ,   150.87389,   11.91480,  0.98820689630332,  0.3609020,
 2023-Feb-19 00:00, , ,   151.83996,   11.56248,  0.98841638563733,  0.3644690,
 2023-Feb-20 00:00, , ,   152.80321,   11.20711,  0.98862782562780,  0.3676884,
 2023-Feb-21 00:00, , ,   153.76369,   10.84880,  0.98884107198150,  0.3707582,
 2023-Feb-22 00:00, , ,   154.72141,   10.48768,  0.98905609562683,  0.3738734,
 2023-Feb-23 00:00, , ,   155.67644,   10.12387,  0.98927297143314,  0.3771947,
 2023-Feb-24 00:00, , ,   156.62882,    9.75749,  0.98949185230313,  0.3808302,
 2023-Feb-25 00:00, , ,   157.57861,    9.38866,  0.98971293783038,  0.3848344,
 2023-Feb-26 00:00, , ,   158.52586,    9.01751,  0.98993644596975,  0.3892186,
 2023-Feb-27 00:00, , ,   159.47065,    8.64414,  0.99016259228903,  0.3939657,
 2023-Feb-28 00:00, , ,   160.41304,    8.26867,  0.99039157740478,  0.3990429,
 2023-Mar-01 00:00, , ,   161.35312,    7.89122,  0.99062358083862,  0.4044111,
 2023-Mar-02 00:00, , ,   162.29096,    7.51188,  0.99085875880693,  0.4100292,
 2023-Mar-03 00:00, , ,   163.22665,    7.13078,  0.99109724371006,  0.4158558,
 2023-Mar-04 00:00, , ,   164.16027,    6.74802,  0.99133914369871,  0.4218480,
 2023-Mar-05 00:00, , ,   165.09191,    6.36370,  0.99158454133219,  0.4279597,
 2023-Mar-06 00:00, , ,   166.02165,    5.97793,  0.99183349089702,  0.4341388,
 2023-Mar-07 00:00, , ,   166.94959,    5.59082,  0.99208601441256,  0.4403253,
 2023-Mar-08 00:00, , ,   167.87583,    5.20245,  0.99234209671416,  0.4464504,
 2023-Mar-09 00:00, , ,   168.80044,    4.81294,  0.99260168025087,  0.4524362,
 2023-Mar-10 00:00, , ,   169.72354,    4.42239,  0.99286466032791,  0.4581976,
 2023-Mar-11 00:00, , ,   170.64521,    4.03088,  0.99313088145503,  0.4636444,
 2023-Mar-12 00:00, , ,   171.56556,    3.63853,  0.99340013527952,  0.4686843,
 2023-Mar-13 00:00, , ,   172.48466,    3.24543,  0.99367216040603,  0.4732264,
 2023-Mar-14 00:00, , ,   173.40263,    2.85167,  0.99394664437881,  0.4771856,
 2023-Mar-15 00:00, , ,   174.31954,    2.45736,  0.99422322832297,  0.4804873,
 2023-Mar-16 00:00, , ,   175.23549,    2.06259,  0.99450151517239,  0.4830752,
 2023-Mar-17 00:00, , ,   176.15056,    1.66748,  0.99478108280957,  0.4849207,
 2023-Mar-18 00:00, , ,   177.06484,    1.27211,  0.99506150334562,  0.4860343,
 2023-Mar-19 00:00, , ,   177.97838,    0.87661,  0.99534236863393,  0.4864751,
 2023-Mar-20 00:00, , ,   178.89128,    0.48107,  0.99562331973152,  0.4863540,
 2023-Mar-21 00:00, , ,   179.80359,    0.08560,  0.99590407510133,  0.4858258,
 2023-Mar-22 00:00, , ,   180.71538,   -0.30967,  0.99618445064446,  0.4850691,
 2023-Mar-23 00:00, , ,   181.62672,   -0.70465,  0.99646436594818,  0.4842598,
 2023-Mar-24 00:00, , ,   182.53767,   -1.09922,  0.99674383546241,  0.4835471,
 2023-Mar-25 00:00, , ,   183.44831,   -1.49327,  0.99702294836438,  0.4830392,
 2023-Mar-26 00:00, , ,   184.35870,   -1.88669,  0.99730184375279,  0.4828014,
 2023-Mar-27 00:00, , ,   185.26894,   -2.27939,  0.99758068743097,  0.4828625,
 2023-Mar-28 00:00, , ,   186.17908,   -2.67125,  0.99785965401729,  0.4832260,
 2023-Mar-29 00:00, , ,   187.08922,   -3.06218,  0.99813891532480,  0.4838804,
 2023-Mar-30 00:00, , ,   187.99943,   -3.45209,  0.99841863404991,  0.4848065,
 2023-Mar-31 00:00, , ,   188.90981,   -3.84086,  0.99869896098935,  0.4859828,
 2023-Apr-01 00:00, , ,   189.82043,   -4.22841,  0.99898003392670,  0.4873859,
 2023-Apr-02 00:00, , ,   190.73139,   -4.61464,  0.99926197660062,  0.4889900,
 2023-Apr-03 00:00, , ,   191.64276,   -4.99946,  0.99954489654908,  0.4907643,
 2023-Apr-04 00:00, , ,   192.55464,   -5.38278,  0.99982888104147,  0.4926688,
 2023-Apr-05 00:00, , ,   193.46712,   -5.76451,  1.00011399077784,  0.4946509,
 2023-Apr-06 00:00, , ,   194.38028,   -6.14455,  1.00040025158038,  0.4966421,
 2023-Apr-07 00:00, , ,   195.29422,   -6.52282,  1.00068764489595,  0.4985572,
 2023-Apr-08 00:00, , ,   196.20903,   -6.89923,  1.00097609845491,  0.5002959,
 2023-Apr-09 00:00, , ,   197.12479,   -7.27369,  1.00126547871422,  0.5017472,
 2023-Apr-10 00:00, , ,   198.04159,   -7.64613,  1.00155558661527,  0.5027966,
 2023-Apr-11 00:00, , ,   198.95952,   -8.01644,  1.00184615772374,  0.5033337,
 2023-Apr-12 00:00, , ,   199.87866,   -8.38454,  1.00213686719032,  0.5032610,
 2023-Apr-13 00:00, , ,   200.79909,   -8.75034,  1.00242733945545,  0.5025016,
 2023-Apr-14 00:00, , ,   201.72088,   -9.11374,  1.00271716238236,  0.5010070,
 2023-Apr-15 00:00, , ,   202.64410,   -9.47466,  1.00300590545110,  0.4987631,
 2023-Apr-16 00:00, , ,   203.56882,   -9.83300,  1.00329314146442,  0.4957960,
 2023-Apr-17 00:00, , ,   204.49508,  -10.18866,  1.00357847057426,  0.4921745,
 2023-Apr-18 00:00, , ,   205.42293,  -10.54154,  1.00386154429929,  0.4880068,
 2023-Apr-19 00:00, , ,   206.35243,  -10.89154,  1.00414208604992,  0.4834313,
 2023-Apr-20 00:00, , ,   207.28362,  -11.23855,  1.00441990436784,  0.4786016,
 2023-Apr-21 00:00, , ,   208.21653,  -11.58247,  1.00469489627894,  0.4736675,
 2023-Apr-22 00:00, , ,   209.15120,  -11.92321,  1.00496704063701,  0.4687603,
 2023-Apr-23 00:00, , ,   210.08767,  -12.26067,  1.00523638397016,  0.4639822,
 2023-Apr-24 00:00, , ,   211.02598,  -12.59474,  1.00550302286429,  0.4594045,
 2023-Apr-25 00:00, , ,   211.96616,  -12.92532,  1.00576708681999,  0.4550707,
 2023-Apr-26 00:00, , ,   212.90827,  -13.25234,  1.00602872424032,  0.4510041,
 2023-Apr-27 00:00, , ,   213.85233,  -13.57569,  1.00628809259263,  0.4472140,
 2023-Apr-28 00:00, , ,   214.79839,  -13.89528,  1.00654535248462,  0.4437026,
 2023-Apr-29 00:00, , ,   215.74649,  -14.21103,  1.00680066461992,  0.4404686,
 2023-Apr-30 00:00, , ,   216.69666,  -14.52284,  1.00705418826467,  0.4375084,
 2023-May-01 00:00, , ,   217.64894,  -14.83063,  1.00730607978540,  0.4348151,
 2023-May-02 00:00, , ,   218.60337,  -15.13432,  1.00755648988075,  0.4323753,
 2023-May-03 00:00, , ,   219.55999,  -15.43382,  1.00780555830848,  0.4301635,
 2023-May-04 00:00, , ,   220.51884,  -15.72904,  1.00805340528120,  0.4281364,
 2023-May-05 00:00, , ,   221.47994,  -16.01991,  1.00830011938723,  0.4262271,
 2023-May-06 00:00, , ,   222.44335,  -16.30636,  1.00854574293019,  0.4243421,
 2023-May-07 00:00, , ,   223.40909,  -16.58829,  1.00879025680262,  0.4223629,
 2023-May-08 00:00, , ,   224.37720,  -16.86563,  1.00903356797195,  0.4201537,
 2023-May-09 00:00, , ,   225.34771,  -17.13830,  1.00927550279563,  0.4175736,
 2023-May-10 00:00, , ,   226.32065,  -17.40624,  1.00951580839208,  0.4144916,
 2023-May-11 00:00, , ,   227.29604,  -17.66935,  1.00975416246757,  0.4108003,
 2023-May-12 00:00, , ,   228.27390,  -17.92756,  1.00999019013959,  0.4064263,
 2023-May-13 00:00, , ,   229.25422,  -18.18078,  1.01022348519090,  0.4013351,
 2023-May-14 00:00, , ,   230.23701,  -18.42894,  1.01045363307517,  0.3955321,
 2023-May-15 00:00, , ,   231.22227,  -18.67195,  1.01068023351378,  0.3890607,
 2023-May-16 00:00, , ,   232.20996,  -18.90973,  1.01090292109869,  0.3819974,
 2023-May-17 00:00, , ,   233.20008,  -19.14219,  1.01112138260208,  0.3744450,
 2023-May-18 00:00, , ,   234.19259,  -19.36926,  1.01133536974861,  0.3665240,
 2023-May-19 00:00, , ,   235.18745,  -19.59085,  1.01154470636187,  0.3583619,
 2023-May-20 00:00, , ,   236.18462,  -19.80688,  1.01174928934616,  0.3500824,
 2023-May-21 00:00, , ,   237.18407,  -20.01727,  1.01194908390918,  0.3417971,
 2023-May-22 00:00, , ,   238.18574,  -20.22195,  1.01214411444698,  0.3335988,
 2023-May-23 00:00, , ,   239.18959,  -20.42085,  1.01233445317447,  0.3255602,
 2023-May-24 00:00, , ,   240.19557,  -20.61390,  1.01252020864754,  0.3177349,
 2023-May-25 00:00, , ,   241.20363,  -20.80102,  1.01270151584564,  0.3101615,
 2023-May-26 00:00, , ,   242.21372,  -20.98216,  1.01287852872732,  0.3028680,
 2023-May-27 00:00, , ,   243.22579,  -21.15724,  1.01305141540792,  0.2958761,
 2023-May-28 00:00, , ,   244.23979,  -21.32622,  1.01322035549098,  0.2892042,
 2023-May-29 00:00, , ,   245.25566,  -21.48904,  1.01338553863433,  0.2828686,
 2023-May-30 00:00, , ,   246.27334,  -21.64563,  1.01354716309897,  0.2768825,
 2023-May-31 00:00, , ,   247.29279,  -21.79595,  1.01370543277559,  0.2712513,
 2023-Jun-01 00:00, , ,   248.31394,  -21.93994,  1.01386055105711,  0.2659664,
 2023-Jun-02 00:00, , ,   249.33674,  -22.07757,  1.01401271010216,  0.2609959,
 2023-Jun-03 00:00, , ,   250.36113,  -22.20878,  1.01416207479535,  0.2562760,
 2023-Jun-04 00:00, , ,   251.38707,  -22.33354,  1.01430876227608,  0.2517048,
 2023-Jun-05 00:00, , ,   252.41449,  -22.45180,  1.01445282011140,  0.2471442,
 2023-Jun-06 00:00, , ,   253.44335,  -22.56352,  1.01459420817855,  0.2424313,
 2023-Jun-07 00:00, , ,   254.47360,  -22.66868,  1.01473278976405,  0.2373984,
 2023-Jun-08 00:00, , ,   255.50516,  -22.76722,  1.01486833539852,  0.2318958,
 2023-Jun-09 00:00, , ,   256.53798,  -22.85913,  1.01500053913902,  0.2258107,
 2023-Jun-10 00:00, , ,   257.57197,  -22.94435,  1.01512904336183,  0.2190778,
 2023-Jun-11 00:00, , ,   258.60707,  -23.02286,  1.01525346650303,  0.2116790,
 2023-Jun-12 00:00, , ,   259.64318,  -23.09464,  1.01537342894138,  0.2036376,
 2023-Jun-13 00:00, , ,   260.68020,  -23.15964,  1.01548857427817,  0.1950092,
 2023-Jun-14 00:00, , ,   261.71804,  -23.21784,  1.01559858525214,  0.1858723,
 2023-Jun-15 00:00, , ,   262.75659,  -23.26922,  1.01570319468132,  0.1763206,
 2023-Jun-16 00:00, , ,   263.79574,  -23.31375,  1.01580219214503,  0.1664559,
 2023-Jun-17 00:00, , ,   264.83538,  -23.35142,  1.01589542699710,  0.1563824,
 2023-Jun-18 00:00, , ,   265.87539,  -23.38222,  1.01598280813614,  0.1462013,
 2023-Jun-19 00:00, , ,   266.91567,  -23.40612,  1.01606430096852,  0.1360065,
 2023-Jun-20 00:00, , ,   267.95609,  -23.42313,  1.01613992218950,  0.1258813,
 2023-Jun-21 00:00, , ,   268.99654,  -23.43324,  1.01620973324652,  0.1158973,
 2023-Jun-22 00:00, , ,   270.03691,  -23.43644,  1.01627383348134,  0.1061143,
 2023-Jun-23 00:00, , ,   271.07709,  -23.43275,  1.01633235388801,  0.0965825,
 2023-Jun-24 00:00, , ,   272.11697,  -23.42216,  1.01638545217510,  0.0873447,
 2023-Jun-25 00:00, , ,   273.15645,  -23.40469,  1.01643330944708,  0.0784395,
 2023-Jun-26 00:00, , ,   274.19541,  -23.38034,  1.01647612838442,  0.0699033,
 2023-Jun-27 00:00, , ,   275.23377,  -23.34914,  1.01651413233608,  0.0617713,
 2023-Jun-28 00:00, , ,   276.27141,  -23.31109,  1.01654756423898,  0.0540756,
 2023-Jun-29 00:00, , ,   277.30825,  -23.26623,  1.01657668375784,  0.0468410,
 2023-Jun-30 00:00, , ,   278.34419,  -23.21457,  1.01660176059960,  0.0400757,
 2023-Jul-01 00:00, , ,   279.37916,  -23.15615,  1.01662306189016,  0.0337603,
 2023-Jul-02 00:00, , ,   280.41308,  -23.09098,  1.01664083230745,  0.0278346,
 2023-Jul-03 00:00, , ,   281.44587,  -23.01910,  1.01665526781969,  0.0221894,
 2023-Jul-04 00:00, , ,   282.47747,  -22.94053,  1.01666648723950,  0.0166682,
 2023-Jul-05 00:00, , ,   283.50782,  -22.85532,  1.01667450895610,  0.0110835,
 2023-Jul-06 00:00, , ,   284.53686,  -22.76349,  1.01667924075737,  0.0052452,
